4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1298.64          ---          ---        13.97602         9.21500        88.06300       221.18300       100.04 
Gets        12984.75        40.25     12944.50        13.97769         9.21500        87.03900       223.23100       507.13 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      14283.39        40.25     12944.50        13.97754         9.21500        87.03900       223.23100       607.17 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.199        0.000
SET       2.751        5.000
SET       4.607       10.000
SET       5.983       15.000
SET       6.943       20.000
SET       7.583       25.000
SET       8.383       30.000
SET       8.703       35.000
SET       8.895       40.000
SET       9.023       45.000
SET       9.215       50.000
SET       9.343       52.500
SET       9.727       55.000
SET       9.983       57.500
SET      10.495       60.000
SET      11.199       62.500
SET      12.031       65.000
SET      12.927       67.500
SET      14.015       70.000
SET      15.231       72.500
SET      16.191       75.000
SET      16.639       76.250
SET      17.151       77.500
SET      17.407       78.750
SET      18.047       80.000
SET      18.815       81.250
SET      19.711       82.500
SET      20.223       83.750
SET      20.991       85.000
SET      21.375       86.250
SET      22.271       87.500
SET      22.911       88.125
SET      23.679       88.750
SET      24.319       89.375
SET      25.087       90.000
SET      25.727       90.625
SET      26.623       91.250
SET      27.647       91.875
SET      28.543       92.500
SET      29.311       93.125
SET      30.207       93.750
SET      30.719       94.062
SET      31.359       94.375
SET      31.871       94.688
SET      32.639       95.000
SET      33.279       95.312
SET      34.047       95.625
SET      35.071       95.938
SET      36.351       96.250
SET      37.631       96.562
SET      39.167       96.875
SET      39.935       97.031
SET      40.959       97.188
SET      41.983       97.344
SET      43.263       97.500
SET      45.055       97.656
SET      46.847       97.812
SET      49.407       97.969
SET      52.223       98.125
SET      55.807       98.281
SET      60.159       98.438
SET      62.719       98.516
SET      66.047       98.594
SET      69.119       98.672
SET      72.191       98.750
SET      76.799       98.828
SET      81.407       98.906
SET      87.039       98.984
SET      93.183       99.062
SET      99.839       99.141
SET     107.007       99.219
SET     110.591       99.258
SET     114.175       99.297
SET     117.759       99.336
SET     121.343       99.375
SET     125.951       99.414
SET     130.047       99.453
SET     135.167       99.492
SET     139.263       99.531
SET     145.407       99.570
SET     150.527       99.609
SET     153.599       99.629
SET     156.671       99.648
SET     159.743       99.668
SET     163.839       99.688
SET     166.911       99.707
SET     172.031       99.727
SET     176.127       99.746
SET     181.247       99.766
SET     187.391       99.785
SET     191.487       99.805
SET     194.559       99.814
SET     196.607       99.824
SET     199.679       99.834
SET     200.703       99.844
SET     203.775       99.854
SET     206.847       99.863
SET     210.943       99.873
SET     214.015       99.883
SET     218.111       99.893
SET     222.207       99.902
SET     224.255       99.907
SET     226.303       99.912
SET     228.351       99.917
SET     231.423       99.922
SET     234.495       99.927
SET     235.519       99.932
SET     238.591       99.937
SET     241.663       99.941
SET     246.783       99.946
SET     249.855       99.951
SET     250.879       99.954
SET     251.903       99.956
SET     253.951       99.958
SET     255.999       99.961
SET     257.023       99.963
SET     259.071       99.966
SET     262.143       99.968
SET     264.191       99.971
SET     266.239       99.973
SET     270.335       99.976
SET     272.383       99.977
SET     274.431       99.978
SET     278.527       99.979
SET     278.527       99.980
SET     280.575       99.982
SET     282.623       99.983
SET     286.719       99.984
SET     288.767       99.985
SET     290.815       99.987
SET     292.863       99.988
SET     294.911       99.988
SET     296.959       99.989
SET     296.959       99.990
SET     299.007       99.990
SET     301.055       99.991
SET     305.151       99.991
SET     305.151       99.992
SET     307.199       99.993
SET     309.247       99.993
SET     311.295       99.994
SET     315.391       99.994
SET     315.391       99.995
SET     315.391       99.995
SET     317.439       99.995
SET     317.439       99.995
SET     321.535       99.996
SET     323.583       99.996
SET     327.679       99.996
SET     331.775       99.997
SET     333.823       99.997
SET     333.823       99.997
SET     333.823       99.997
SET     333.823       99.997
SET     339.967       99.998
SET     342.015       99.998
SET     346.111       99.998
SET     346.111       99.998
SET     346.111       99.998
SET     348.159       99.998
SET     350.207       99.998
SET     350.207       99.999
SET     350.207       99.999
SET     350.207       99.999
SET     358.399       99.999
SET     358.399       99.999
SET     358.399       99.999
SET     358.399       99.999
SET     358.399       99.999
SET     360.447       99.999
SET     366.591       99.999
SET     366.591       99.999
SET     366.591       99.999
SET     366.591       99.999
SET     372.735       99.999
SET     372.735       99.999
SET     372.735       99.999
SET     380.927      100.000
SET     380.927      100.000
SET     380.927      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     385.023      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     389.119      100.000
SET     403.455      100.000
SET     403.455      100.000
---
GET       0.167        0.000
GET       2.751        5.000
GET       4.607       10.000
GET       6.015       15.000
GET       6.975       20.000
GET       7.583       25.000
GET       8.383       30.000
GET       8.703       35.000
GET       8.895       40.000
GET       9.023       45.000
GET       9.215       50.000
GET       9.343       52.500
