hostname,value,timestamp,id
master,491.513136,1696334366,InSegs
master,-595.80272,1696334366,OutSegs
node_2,49.58929,1696334366,InSegs
node_2,-130.0952,1696334366,OutSegs
node_3,32.4861356,1696334366,InSegs
node_3,-103.3882516,1696334366,OutSegs
node_1,131.5324486,1696334366,InSegs
node_1,-188.2154498,1696334366,OutSegs
master,217.527776,1696334371,InSegs
master,-346.22649,1696334371,OutSegs
node_2,154.0107124,1696334371,InSegs
node_2,-231.704798,1696334371,OutSegs
node_3,171.9780998,1696334371,InSegs
node_3,-239.676004,1696334371,OutSegs
node_1,156.231928,1696334371,InSegs
node_1,-223.647358,1696334371,OutSegs
master,113.087212,1696334376,InSegs
master,-229.48687,1696334376,OutSegs
node_2,53,1696334376,InSegs
node_2,-134.799992,1696334376,OutSegs
node_3,46.950926,1696334376,InSegs
node_3,-120.55808,1696334376,OutSegs
node_1,44.168058,1696334376,InSegs
node_1,-106.1526326,1696334376,OutSegs
master,193.764124,1696334381,InSegs
master,-317.790208,1696334381,OutSegs
node_2,160.399996,1696334381,InSegs
node_2,-238.000014,1696334381,OutSegs
node_3,167.249076,1696334381,InSegs
node_3,-232.041882,1696334381,OutSegs
node_1,194.00354,1696334381,InSegs
node_1,-256.26136,1696334381,OutSegs
master,158.931468,1696334386,InSegs
master,-296.407698,1696334386,OutSegs
node_2,129.052594,1696334386,InSegs
node_2,-209.065474,1696334386,OutSegs
node_3,35.2447855,1696334386,InSegs
node_3,-106.8125975,1696334386,OutSegs
node_1,21.8935554,1696334386,InSegs
node_1,-87.6650788,1696334386,OutSegs
master,269.940308,1696334391,InSegs
master,-433.458672,1696334391,OutSegs
node_2,83.7474139,1696334391,InSegs
node_2,-161.1345339,1696334391,OutSegs
node_3,168.3552176,1696334391,InSegs
node_3,-232.587412,1696334391,OutSegs
node_1,181.102928,1696334391,InSegs
node_1,-243.07355,1696334391,OutSegs
master,91.051908,1696334396,InSegs
master,-206.03374,1696334396,OutSegs
node_2,189.838436,1696334396,InSegs
node_2,-269.861134,1696334396,OutSegs
node_3,47.202512,1696334396,InSegs
node_3,-119.34546,1696334396,OutSegs
node_1,45.134936,1696334396,InSegs
node_1,-112.16396,1696334396,OutSegs
master,370.63182,1696334401,InSegs
