hostname,value,timestamp,id
master,521.080778,1696338171,InSegs
master,-666.137124,1696338171,OutSegs
node_2,238.113406,1696338171,InSegs
node_2,-294.113384,1696338171,OutSegs
node_3,41.9929924,1696338171,InSegs
node_3,-115.4633704,1696338171,OutSegs
node_1,173.652193,1696338171,InSegs
node_1,-231.65219,1696338171,OutSegs
master,219.703984,1696338176,InSegs
master,-339.42637,1696338176,OutSegs
node_2,42.3660248,1696338176,InSegs
node_2,-108.0455728,1696338176,OutSegs
node_3,158.8894432,1696338176,InSegs
node_3,-227.01908,1696338176,OutSegs
node_1,145.369582,1696338176,InSegs
node_1,-199.40553,1696338176,OutSegs
master,224.903394,1696338181,InSegs
master,-369.7034,1696338181,OutSegs
node_2,182.3205878,1696338181,InSegs
node_2,-256.6410338,1696338181,OutSegs
node_3,49.4848932,1696338181,InSegs
node_3,-123.0849012,1696338181,OutSegs
node_1,71.4304181,1696338181,InSegs
node_1,-135.9944555,1696338181,OutSegs
master,128.701976,1696338186,InSegs
master,-251.679126,1696338186,OutSegs
node_2,47.1726144,1696338186,InSegs
node_2,-129.60041,1696338186,OutSegs
node_3,156.7151242,1696338186,InSegs
node_3,-224.515114,1696338186,OutSegs
node_1,170.30814,1696338186,InSegs
node_1,-234.569132,1696338186,OutSegs
master,221.383124,1696338191,InSegs
master,-369.26612,1696338191,OutSegs
node_2,179.2273849,1696338191,InSegs
node_2,-241.7996089,1696338191,OutSegs
node_3,53.6,1696338191,InSegs
node_3,-126.60001,1696338191,OutSegs
node_1,28.8918558,1696338191,InSegs
node_1,-92.4308602,1696338191,OutSegs
master,620.332492,1696338196,InSegs
master,-752.65004,1696338196,OutSegs
node_2,90.84397,1696338196,InSegs
node_2,-159.640864,1696338196,OutSegs
node_3,142.9999928,1696338196,InSegs
node_3,-206.1999922,1696338196,OutSegs
node_1,209.083422,1696338196,InSegs
node_1,-269.617588,1696338196,OutSegs
master,1756.123468,1696338201,InSegs
master,-1919.46344,1696338201,OutSegs
node_2,132.356048,1696338201,InSegs
node_2,-204.55916,1696338201,OutSegs
node_3,112.628492,1696338201,InSegs
node_3,-184.57107,1696338201,OutSegs
node_1,43.2835262,1696338201,InSegs
node_1,-98.3656776,1696338201,OutSegs
master,229.631366,1696338206,InSegs
master,-381.178822,1696338206,OutSegs
node_2,133.68998,1696338206,InSegs
node_2,-212.905678,1696338206,OutSegs
node_3,89.3715165,1696338206,InSegs
node_3,-156.2289412,1696338206,OutSegs
node_1,187.2330364,1696338206,InSegs
node_1,-249.416734,1696338206,OutSegs
master,439.35556,1696338211,InSegs
master,-593.01482,1696338211,OutSegs
node_2,75.510013,1696338211,InSegs
node_2,-152.894342,1696338211,OutSegs
node_3,133.143078,1696338211,InSegs
node_3,-201.383536,1696338211,OutSegs
node_1,50.0354389,1696338211,InSegs
node_1,-117.7824269,1696338211,OutSegs
master,422.15338,1696338216,InSegs
master,-557.26416,1696338216,OutSegs
node_2,207.780232,1696338216,InSegs
