4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1346.83          ---          ---        13.49058        12.28700        29.43900        48.38300       103.76 
Gets        13466.60         4.67     13461.93        13.48888        12.28700        29.43900        48.63900       524.71 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      14813.42         4.67     13461.93        13.48903        12.28700        29.43900        48.63900       628.47 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.663        0.000
SET      10.751        5.000
SET      11.263       10.000
SET      11.455       15.000
SET      11.583       20.000
SET      11.711       25.000
SET      11.775       30.000
SET      11.903       35.000
SET      12.031       40.000
SET      12.159       45.000
SET      12.287       50.000
SET      12.351       52.500
SET      12.415       55.000
SET      12.543       57.500
SET      12.607       60.000
SET      12.671       62.500
SET      12.799       65.000
SET      12.863       67.500
SET      12.991       70.000
SET      13.119       72.500
SET      13.247       75.000
SET      13.311       76.250
SET      13.439       77.500
SET      13.567       78.750
SET      13.695       80.000
SET      13.823       81.250
SET      14.015       82.500
SET      14.271       83.750
SET      14.591       85.000
SET      15.039       86.250
SET      15.615       87.500
SET      15.999       88.125
SET      16.511       88.750
SET      17.023       89.375
SET      17.919       90.000
SET      18.943       90.625
SET      20.095       91.250
SET      21.119       91.875
SET      21.887       92.500
SET      22.399       93.125
SET      22.783       93.750
SET      23.039       94.062
SET      23.167       94.375
SET      23.423       94.688
SET      23.551       95.000
SET      23.679       95.312
SET      23.935       95.625
SET      24.063       95.938
SET      24.319       96.250
SET      24.575       96.562
SET      24.831       96.875
SET      24.959       97.031
SET      25.087       97.188
SET      25.215       97.344
SET      25.471       97.500
SET      25.599       97.656
SET      25.855       97.812
SET      25.983       97.969
SET      26.239       98.125
SET      26.495       98.281
SET      26.879       98.438
SET      27.007       98.516
SET      27.263       98.594
SET      27.647       98.672
SET      27.903       98.750
SET      28.159       98.828
SET      28.671       98.906
SET      29.311       98.984
SET      29.823       99.062
SET      30.591       99.141
SET      31.359       99.219
SET      31.871       99.258
SET      32.383       99.297
SET      33.023       99.336
SET      33.535       99.375
SET      34.047       99.414
SET      34.559       99.453
SET      35.327       99.492
SET      35.839       99.531
SET      36.863       99.570
SET      37.631       99.609
SET      38.143       99.629
SET      38.655       99.648
SET      39.167       99.668
SET      39.679       99.688
SET      40.191       99.707
SET      40.703       99.727
SET      41.471       99.746
SET      41.983       99.766
SET      42.751       99.785
SET      43.519       99.805
SET      44.031       99.814
SET      44.543       99.824
SET      45.055       99.834
SET      45.311       99.844
SET      45.823       99.854
SET      46.335       99.863
SET      46.847       99.873
SET      47.359       99.883
SET      47.871       99.893
SET      48.639       99.902
SET      48.895       99.907
SET      49.407       99.912
SET      49.663       99.917
SET      50.175       99.922
SET      50.687       99.927
SET      50.943       99.932
SET      51.455       99.937
SET      51.967       99.941
SET      52.479       99.946
SET      53.247       99.951
SET      53.759       99.954
SET      54.015       99.956
SET      54.527       99.958
SET      54.783       99.961
SET      55.295       99.963
SET      55.807       99.966
SET      56.063       99.968
SET      56.831       99.971
SET      57.343       99.973
SET      57.855       99.976
SET      58.367       99.977
SET      58.623       99.978
