hostname,value,timestamp,id
master,734.115612,1696770706,InSegs
master,-930.3844506,1696770706,OutSegs
node_2,69.0697466,1696770706,InSegs
node_2,-158.444961,1696770706,OutSegs
node_3,62.1283852,1696770706,InSegs
node_3,-131.85427,1696770706,OutSegs
node_1,46.1973556,1696770706,InSegs
node_1,-111.5274896,1696770706,OutSegs
master,143.593732,1696770711,InSegs
master,-259.021264,1696770711,OutSegs
node_2,14.9616602,1696770711,InSegs
node_2,-108.4493366,1696770711,OutSegs
node_3,14.956803,1696770711,InSegs
node_3,-88.5045338,1696770711,OutSegs
node_1,9.8988385,1696770711,InSegs
node_1,-76.1351622,1696770711,OutSegs
master,50.546722,1696770716,InSegs
master,-151.033802,1696770716,OutSegs
node_2,22.6246374,1696770716,InSegs
node_2,-129.224638,1696770716,OutSegs
node_3,19.2431956,1696770716,InSegs
node_3,-92.6954688,1696770716,OutSegs
node_1,20.7060832,1696770716,InSegs
node_1,-88.1680344,1696770716,OutSegs
master,138.141318,1696770721,InSegs
master,-257.15349,1696770721,OutSegs
node_2,21.0505086,1696770721,InSegs
node_2,-128.6752832,1696770721,OutSegs
node_3,19.7999998,1696770721,InSegs
node_3,-93.8000092,1696770721,OutSegs
node_1,14.6053814,1696770721,InSegs
node_1,-83.5434312,1696770721,OutSegs
master,146.37249,1696770726,InSegs
master,-273.608058,1696770726,OutSegs
node_2,11.963198,1696770726,InSegs
node_2,-120.8507626,1696770726,OutSegs
node_3,4.8,1696770726,InSegs
node_3,-81.6,1696770726,OutSegs
node_1,8.6799279,1696770726,InSegs
node_1,-79.204382,1696770726,OutSegs
master,42.057392,1696770731,InSegs
master,-157.226156,1696770731,OutSegs
node_2,11.1222622,1696770731,InSegs
node_2,-120.2100355,1696770731,OutSegs
node_3,12.6,1696770731,InSegs
node_3,-88.39999,1696770731,OutSegs
node_1,10.8718625,1696770731,InSegs
node_1,-80.2094595,1696770731,OutSegs
master,30.6509752,1696770736,InSegs
master,-147.8510242,1696770736,OutSegs
node_2,10.4777388,1696770736,InSegs
node_2,-118.3899622,1696770736,OutSegs
node_3,6.2000001,1696770736,InSegs
node_3,-82.7999981,1696770736,OutSegs
node_1,7.546343,1696770736,InSegs
node_1,-77.608271,1696770736,OutSegs
master,25.6749474,1696770741,InSegs
master,-142.3520086,1696770741,OutSegs
node_2,8.1238568,1696770741,InSegs
node_2,-117.5238664,1696770741,OutSegs
node_3,9.1999996,1696770741,InSegs
