hostname,value,timestamp,id,name
node_1,198.442237,1706765516,InOctets,received
node_1,-271.425628,1706765516,OutOctets,sent
node_3,115.0580437,1706765516,InOctets,received
node_3,-276.3212518,1706765516,OutOctets,sent
master,673.7986826,1706765516,InOctets,received
master,-1968.00876,1706765516,OutOctets,sent
node_2,180.2498564,1706765516,InOctets,received
node_2,-286.662252,1706765516,OutOctets,sent
node_1,22.3751964,1706765521,InOctets,received
node_1,-264.5825484,1706765521,OutOctets,sent
node_3,18.1387458,1706765521,InOctets,received
node_3,-266.055729,1706765521,OutOctets,sent
master,164.9162198,1706765521,InOctets,received
master,-440.2896,1706765521,OutOctets,sent
node_2,25.0023784,1706765521,InOctets,received
node_2,-277.4568144,1706765521,OutOctets,sent
node_1,19.0295958,1706765526,InOctets,received
node_1,-261.132856,1706765526,OutOctets,sent
node_3,19.0093889,1706765526,InOctets,received
node_3,-263.119223,1706765526,OutOctets,sent
master,24.1642112,1706765526,InOctets,received
master,-427.2531486,1706765526,OutOctets,sent
node_2,23.405044,1706765526,InOctets,received
node_2,-275.584712,1706765526,OutOctets,sent
node_3,41.7597756,1706765531,InOctets,received
node_3,-266.778052,1706765531,OutOctets,sent
node_1,22.3681427,1706765531,InOctets,received
node_1,-264.2735546,1706765531,OutOctets,sent
master,25.7036602,1706765531,InOctets,received
master,-435.297948,1706765531,OutOctets,sent
node_2,14.381527,1706765531,InOctets,received
node_2,-271.5635245,1706765531,OutOctets,sent
node_1,11.9583986,1706765536,InOctets,received
node_1,-261.8336083,1706765536,OutOctets,sent
node_3,14.9219257,1706765536,InOctets,received
node_3,-260.0883287,1706765536,OutOctets,sent
master,22.8483564,1706765536,InOctets,received
master,-431.1989008,1706765536,OutOctets,sent
node_2,15.2424728,1706765536,InOctets,received
node_2,-272.718064,1706765536,OutOctets,sent
node_3,17.8792872,1706765541,InOctets,received
node_3,-263.1376671,1706765541,OutOctets,sent
node_1,15.7750398,1706765541,InOctets,received
node_1,-258.8754582,1706765541,OutOctets,sent
master,15.386142,1706765541,InOctets,received
master,-414.35975,1706765541,OutOctets,sent
node_2,10.9066159,1706765541,InOctets,received
node_2,-271.2636268,1706765541,OutOctets,sent
node_1,14.7385596,1706765546,InOctets,received
node_1,-257.7341308,1706765546,OutOctets,sent
node_3,9.5219326,1706765546,InOctets,received
node_3,-258.9386494,1706765546,OutOctets,sent
master,14.6934348,1706765546,InOctets,received
master,-420.121528,1706765546,OutOctets,sent
node_2,19.264584,1706765546,InOctets,received
node_2,-274.513964,1706765546,OutOctets,sent
node_3,14.542884,1706765551,InOctets,received
node_3,-262.261269,1706765551,OutOctets,sent
node_1,12.810254,1706765551,InOctets,received
node_1,-258.4783928,1706765551,OutOctets,sent
master,13.1784624,1706765551,InOctets,received
master,-423.900612,1706765551,OutOctets,sent
node_2,14.681354,1706765551,InOctets,received
node_2,-271.0320818,1706765551,OutOctets,sent
node_1,9.3817456,1706765556,InOctets,received
node_1,-255.1599838,1706765556,OutOctets,sent
node_3,7.2819165,1706765556,InOctets,received
node_3,-258.005921,1706765556,OutOctets,sent
master,9.6056484,1706765556,InOctets,received
master,-415.304076,1706765556,OutOctets,sent
node_2,15.4738462,1706765556,InOctets,received
node_2,-273.0687052,1706765556,OutOctets,sent
node_3,13.9547158,1706765561,InOctets,received
node_3,-261.7072574,1706765561,OutOctets,sent
node_1,11.5376002,1706765561,InOctets,received
node_1,-257.985592,1706765561,OutOctets,sent
master,12.7735262,1706765561,InOctets,received
master,-418.297712,1706765561,OutOctets,sent
node_2,5.7600986,1706765561,InOctets,received
node_2,-268.9142907,1706765561,OutOctets,sent
node_1,18.626784,1706765566,InOctets,received
node_1,-256.614412,1706765566,OutOctets,sent
node_3,8.3578988,1706765566,InOctets,received
node_3,-258.434053,1706765566,OutOctets,sent
master,11.3556348,1706765566,InOctets,received
master,-421.789062,1706765566,OutOctets,sent
node_2,16.14444,1706765566,InOctets,received
node_2,-272.3528954,1706765566,OutOctets,sent
node_3,15.0152782,1706765571,InOctets,received
node_3,-261.5103488,1706765571,OutOctets,sent
node_1,12.8884161,1706765571,InOctets,received
node_1,-257.8336054,1706765571,OutOctets,sent
master,18.9013942,1706765571,InOctets,received
master,-447.680112,1706765571,OutOctets,sent
node_2,32.7851091,1706765571,InOctets,received
node_2,-275.2944446,1706765571,OutOctets,sent
node_1,14.5539689,1706765576,InOctets,received
node_1,-257.4545782,1706765576,OutOctets,sent
node_3,14.3368544,1706765576,InOctets,received
node_3,-258.7963422,1706765576,OutOctets,sent
master,14.8663944,1706765576,InOctets,received
master,-418.18977,1706765576,OutOctets,sent
node_2,20.5712072,1706765576,InOctets,received
node_2,-274.340082,1706765576,OutOctets,sent
node_3,17.4534552,1706765581,InOctets,received
