4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets          975.38          ---          ---        18.67815        10.36700       161.79100       366.59100        75.14 
Gets         9752.19         3.67      9748.52        18.58623        10.36700       160.76700       364.54300       380.00 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      10727.57         3.67      9748.52        18.59458        10.36700       160.76700       364.54300       455.14 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.191        0.000
SET       2.575        5.000
SET       4.479       10.000
SET       6.015       15.000
SET       7.039       20.000
SET       7.903       25.000
SET       8.447       30.000
SET       8.895       35.000
SET       9.023       40.000
SET       9.343       45.000
SET      10.367       50.000
SET      11.199       52.500
SET      12.223       55.000
SET      13.247       57.500
SET      14.463       60.000
SET      15.679       62.500
SET      16.511       65.000
SET      17.151       67.500
SET      18.175       70.000
SET      19.583       72.500
SET      20.607       75.000
SET      21.119       76.250
SET      21.631       77.500
SET      22.399       78.750
SET      23.423       80.000
SET      24.319       81.250
SET      25.215       82.500
SET      26.367       83.750
SET      27.647       85.000
SET      28.799       86.250
SET      30.207       87.500
SET      30.975       88.125
SET      31.871       88.750
SET      32.767       89.375
SET      33.791       90.000
SET      34.815       90.625
SET      36.351       91.250
SET      37.375       91.875
SET      38.655       92.500
SET      40.191       93.125
SET      41.983       93.750
SET      43.263       94.062
SET      44.287       94.375
SET      45.567       94.688
SET      47.103       95.000
SET      48.383       95.312
SET      49.919       95.625
SET      51.967       95.938
SET      54.527       96.250
SET      57.343       96.562
SET      61.439       96.875
SET      63.743       97.031
SET      66.559       97.188
SET      69.119       97.344
SET      73.215       97.500
SET      77.823       97.656
SET      83.967       97.812
SET      90.623       97.969
SET      98.303       98.125
SET     107.519       98.281
SET     116.735       98.438
SET     121.343       98.516
SET     126.975       98.594
SET     132.095       98.672
SET     138.239       98.750
SET     145.407       98.828
SET     152.575       98.906
SET     160.767       98.984
SET     168.959       99.062
SET     177.151       99.141
SET     187.391       99.219
SET     192.511       99.258
SET     198.655       99.297
SET     204.799       99.336
SET     210.943       99.375
SET     218.111       99.414
SET     224.255       99.453
SET     231.423       99.492
SET     238.591       99.531
SET     245.759       99.570
SET     252.927       99.609
SET     258.047       99.629
SET     264.191       99.648
SET     270.335       99.668
SET     274.431       99.688
SET     280.575       99.707
SET     286.719       99.727
SET     292.863       99.746
SET     299.007       99.766
SET     307.199       99.785
SET     315.391       99.805
SET     317.439       99.814
SET     321.535       99.824
SET     325.631       99.834
SET     331.775       99.844
SET     335.871       99.854
SET     342.015       99.863
SET     346.111       99.873
SET     354.303       99.883
SET     362.495       99.893
SET     368.639       99.902
SET     372.735       99.907
SET     376.831       99.912
SET     378.879       99.917
SET     382.975       99.922
SET     385.023       99.927
SET     389.119       99.932
SET     393.215       99.937
SET     399.359       99.941
SET     407.551       99.946
SET     411.647       99.951
SET     413.695       99.954
SET     417.791       99.956
SET     419.839       99.958
SET     425.983       99.961
SET     430.079       99.963
SET     434.175       99.966
SET     438.271       99.968
SET     442.367       99.971
SET     448.511       99.973
SET     454.655       99.976
SET     458.751       99.977
SET     460.799       99.978
SET     466.943       99.979
SET     468.991       99.980
SET     475.135       99.982
SET     477.183       99.983
SET     481.279       99.984
SET     485.375       99.985
SET     491.519       99.987
SET     493.567       99.988
SET     495.615       99.988
SET     495.615       99.989
SET     499.711       99.990
SET     503.807       99.990
SET     511.999       99.991
SET     516.095       99.991
SET     516.095       99.992
SET     524.287       99.993
SET     528.383       99.993
