hostname,value,timestamp,id
master,745.3207,1696773596,InSegs
master,-740.11476,1696773596,OutSegs
master,95.10353,1696773601,InSegs
master,-164.833308,1696773601,OutSegs
master,241.147042,1696773606,InSegs
master,-314.204944,1696773606,OutSegs
master,46.476648,1696773611,InSegs
master,-122.08275,1696773611,OutSegs
master,50.722902,1696773616,InSegs
master,-131.716878,1696773616,OutSegs
master,46.889174,1696773621,InSegs
master,-128.030566,1696773621,OutSegs
master,124.95693,1696773626,InSegs
master,-206.34494,1696773626,OutSegs
master,36.347888,1696773631,InSegs
master,-117.2245524,1696773631,OutSegs
master,91.792514,1696773636,InSegs
master,-176.063214,1696773636,OutSegs
master,72.718576,1696773641,InSegs
master,-156.447892,1696773641,OutSegs
master,100.193898,1696773646,InSegs
master,-185.470658,1696773646,OutSegs
master,43.849288,1696773651,InSegs
master,-126.76022,1696773651,OutSegs
master,136.950728,1696773656,InSegs
master,-223.969086,1696773656,OutSegs
master,40.772306,1696773661,InSegs
master,-123.553978,1696773661,OutSegs
master,60.227674,1696773666,InSegs
master,-143.981358,1696773666,OutSegs
master,40.972924,1696773671,InSegs
master,-124.554482,1696773671,OutSegs
master,47.897598,1696773676,InSegs
master,-131.380718,1696773676,OutSegs
master,44.773968,1696773681,InSegs
master,-128.426066,1696773681,OutSegs
master,648.680484,1696772726,InSegs
master,-810.33837,1696772726,OutSegs
node_3,102.6522498,1696772726,InSegs
node_3,-169.0490626,1696772726,OutSegs
node_2,105.291908,1696772726,InSegs
node_2,-192.822672,1696772726,OutSegs
node_1,46.1186008,1696772726,InSegs
node_1,-111.801666,1696772726,OutSegs
master,260.379246,1696772731,InSegs
master,-386.39477,1696772731,OutSegs
node_3,14.9109536,1696772731,InSegs
node_3,-87.2000012,1696772731,OutSegs
node_2,16.599466,1696772731,InSegs
node_2,-109.3788614,1696772731,OutSegs
node_1,11.8161156,1696772731,InSegs
node_1,-77.6993432,1696772731,OutSegs
master,68.863366,1696772736,InSegs
master,-152.298858,1696772736,OutSegs
node_3,11.6466622,1696772736,InSegs
node_3,-85.4464215,1696772736,OutSegs
node_2,17.8830334,1696772736,InSegs
node_2,-110.4898944,1696772736,OutSegs
node_1,14.1364002,1696772736,InSegs
node_1,-80.4193418,1696772736,OutSegs
master,176.232628,1696772741,InSegs
master,-286.442132,1696772741,OutSegs
node_3,25.8211176,1696772741,InSegs
node_3,-99.1548086,1696772741,OutSegs
node_2,25.3588596,1696772741,InSegs
node_2,-132.1519634,1696772741,OutSegs
node_1,22.4635992,1696772741,InSegs
node_1,-89.580656,1696772741,OutSegs
master,164.025302,1696772746,InSegs
master,-294.70674,1696772746,OutSegs
node_3,7.2209338,1696772746,InSegs
node_3,-83.9984377,1696772746,OutSegs
node_2,8.7586396,1696772746,InSegs
node_2,-117.3655331,1696772746,OutSegs
node_1,5.4000002,1696772746,InSegs
node_1,-74.600001,1696772746,OutSegs
master,34.554774,1696772751,InSegs
master,-151.10934,1696772751,OutSegs
node_3,10.1978272,1696772751,InSegs
node_3,-86.4194858,1696772751,OutSegs
node_2,8.6473626,1696772751,InSegs
node_2,-117.5439892,1696772751,OutSegs
node_1,9.6,1696772751,InSegs
node_1,-77.6,1696772751,OutSegs
master,37.6177686,1696772756,InSegs
