4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1424.77          ---          ---        12.75786        11.77500        25.72700        43.00700       109.76 
Gets        14245.92         5.28     14240.64        12.75116        11.77500        25.59900        42.75100       555.10 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      15670.69         5.28     14240.64        12.75177        11.77500        25.59900        42.75100       664.86 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.511        0.000
SET      10.495        5.000
SET      11.071       10.000
SET      11.263       15.000
SET      11.391       20.000
SET      11.455       25.000
SET      11.583       30.000
SET      11.647       35.000
SET      11.647       40.000
SET      11.711       45.000
SET      11.775       50.000
SET      11.839       52.500
SET      11.839       55.000
SET      11.839       57.500
SET      11.903       60.000
SET      11.903       62.500
SET      11.967       65.000
SET      12.031       67.500
SET      12.031       70.000
SET      12.095       72.500
SET      12.223       75.000
SET      12.223       76.250
SET      12.287       77.500
SET      12.415       78.750
SET      12.479       80.000
SET      12.607       81.250
SET      12.863       82.500
SET      13.119       83.750
SET      13.439       85.000
SET      13.823       86.250
SET      14.207       87.500
SET      14.463       88.125
SET      14.655       88.750
SET      14.975       89.375
SET      15.295       90.000
SET      15.871       90.625
SET      16.767       91.250
SET      18.175       91.875
SET      19.711       92.500
SET      20.863       93.125
SET      21.631       93.750
SET      22.015       94.062
SET      22.271       94.375
SET      22.399       94.688
SET      22.527       95.000
SET      22.783       95.312
SET      22.911       95.625
SET      23.039       95.938
SET      23.167       96.250
SET      23.295       96.562
SET      23.423       96.875
SET      23.423       97.031
SET      23.551       97.188
SET      23.551       97.344
SET      23.679       97.500
SET      23.679       97.656
SET      23.807       97.812
SET      23.935       97.969
SET      23.935       98.125
SET      24.063       98.281
SET      24.191       98.438
SET      24.319       98.516
