4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1177.83          ---          ---        15.38903        10.04700       102.39900       225.27900        90.74 
Gets        11776.69        36.60     11740.09        15.38301        10.04700       102.39900       226.30300       459.95 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      12954.53        36.60     11740.09        15.38355        10.04700       102.39900       226.30300       550.69 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.191        0.000
SET       3.007        5.000
SET       4.735       10.000
SET       6.335       15.000
SET       7.263       20.000
SET       8.063       25.000
SET       8.639       30.000
SET       8.895       35.000
SET       9.023       40.000
SET       9.215       45.000
SET      10.047       50.000
SET      11.007       52.500
SET      12.031       55.000
SET      12.799       57.500
SET      13.631       60.000
SET      14.527       62.500
SET      15.487       65.000
SET      16.255       67.500
SET      17.023       70.000
SET      17.407       72.500
SET      18.303       75.000
SET      18.943       76.250
SET      19.455       77.500
SET      20.095       78.750
SET      20.479       80.000
SET      20.991       81.250
SET      21.247       82.500
SET      21.759       83.750
SET      22.399       85.000
SET      23.295       86.250
SET      24.319       87.500
SET      24.831       88.125
SET      25.343       88.750
SET      25.983       89.375
SET      26.623       90.000
SET      27.391       90.625
SET      28.159       91.250
SET      28.927       91.875
SET      29.567       92.500
SET      30.463       93.125
SET      31.359       93.750
SET      31.871       94.062
SET      32.511       94.375
SET      33.023       94.688
SET      33.535       95.000
SET      34.559       95.312
SET      35.583       95.625
SET      36.607       95.938
SET      37.631       96.250
SET      39.167       96.562
SET      40.959       96.875
SET      41.983       97.031
SET      43.263       97.188
SET      44.799       97.344
SET      46.591       97.500
SET      48.639       97.656
SET      51.199       97.812
SET      54.015       97.969
SET      58.367       98.125
SET      63.487       98.281
SET      70.143       98.438
SET      74.239       98.516
SET      78.335       98.594
SET      82.943       98.672
SET      87.551       98.750
SET      92.159       98.828
SET      96.255       98.906
SET     101.375       98.984
SET     107.007       99.062
SET     112.639       99.141
SET     118.783       99.219
SET     121.343       99.258
SET     124.415       99.297
SET     127.999       99.336
SET     131.071       99.375
SET     135.167       99.414
SET     139.263       99.453
SET     143.359       99.492
SET     148.479       99.531
SET     152.575       99.570
SET     157.695       99.609
SET     159.743       99.629
SET     162.815       99.648
SET     166.911       99.668
SET     169.983       99.688
SET     173.055       99.707
SET     176.127       99.727
SET     180.223       99.746
SET     184.319       99.766
SET     189.439       99.785
SET     194.559       99.805
SET     196.607       99.814
SET     199.679       99.824
SET     203.775       99.834
SET     205.823       99.844
SET     209.919       99.854
SET     212.991       99.863
SET     216.063       99.873
SET     220.159       99.883
SET     223.231       99.893
SET     226.303       99.902
SET     229.375       99.907
SET     232.447       99.912
SET     234.495       99.917
SET     236.543       99.922
SET     238.591       99.927
SET     241.663       99.932
SET     243.711       99.937
SET     245.759       99.941
SET     248.831       99.946
SET     252.927       99.951
SET     254.975       99.954
SET     257.023       99.956
SET     260.095       99.958
SET     262.143       99.961
SET     266.239       99.963
SET     270.335       99.966
SET     272.383       99.968
SET     278.527       99.971
SET     280.575       99.973
SET     284.671       99.976
SET     288.767       99.977
SET     290.815       99.978
SET     292.863       99.979
SET     294.911       99.980
SET     299.007       99.982
SET     301.055       99.983
SET     303.103       99.984
SET     303.103       99.985
SET     307.199       99.987
SET     311.295       99.988
SET     313.343       99.988
SET     315.391       99.989
SET     317.439       99.990
SET     319.487       99.990
SET     319.487       99.991
SET     323.583       99.991
SET     323.583       99.992
SET     325.631       99.993
SET     327.679       99.993
