4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1614.24          ---          ---        11.26367        10.17500        24.57500        44.54300       124.35 
Gets        16140.69         6.93     16133.76        11.25297        10.17500        24.44700        43.77500       628.95 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      17754.94         6.93     16133.76        11.25394        10.17500        24.44700        43.77500       753.31 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.399        0.000
SET       8.767        5.000
SET       9.215       10.000
SET       9.407       15.000
SET       9.535       20.000
SET       9.599       25.000
SET       9.727       30.000
SET       9.791       35.000
SET       9.919       40.000
SET      10.047       45.000
SET      10.175       50.000
SET      10.239       52.500
SET      10.303       55.000
SET      10.367       57.500
SET      10.431       60.000
SET      10.495       62.500
SET      10.559       65.000
SET      10.623       67.500
SET      10.751       70.000
SET      10.879       72.500
SET      11.007       75.000
SET      11.071       76.250
SET      11.135       77.500
SET      11.263       78.750
SET      11.391       80.000
SET      11.583       81.250
SET      11.839       82.500
SET      12.159       83.750
SET      12.543       85.000
SET      12.991       86.250
SET      13.631       87.500
SET      14.143       88.125
SET      14.783       88.750
SET      15.807       89.375
SET      16.895       90.000
SET      17.663       90.625
SET      18.047       91.250
SET      18.431       91.875
SET      18.815       92.500
SET      19.071       93.125
SET      19.327       93.750
SET      19.455       94.062
SET      19.583       94.375
SET      19.711       94.688
SET      19.839       95.000
SET      19.967       95.312
SET      20.095       95.625
SET      20.223       95.938
SET      20.351       96.250
SET      20.607       96.562
SET      20.735       96.875
SET      20.863       97.031
SET      20.991       97.188
SET      21.119       97.344
SET      21.247       97.500
SET      21.375       97.656
SET      21.503       97.812
SET      21.631       97.969
SET      21.887       98.125
SET      22.143       98.281
SET      22.399       98.438
SET      22.527       98.516
SET      22.655       98.594
SET      22.911       98.672
SET      23.167       98.750
SET      23.551       98.828
SET      23.935       98.906
SET      24.447       98.984
SET      25.087       99.062
SET      25.727       99.141
SET      26.495       99.219
SET      27.007       99.258
SET      27.519       99.297
SET      28.031       99.336
SET      28.415       99.375
SET      29.055       99.414
SET      29.695       99.453
SET      30.463       99.492
SET      31.359       99.531
SET      32.255       99.570
SET      33.279       99.609
SET      33.791       99.629
SET      34.303       99.648
SET      35.071       99.668
SET      35.583       99.688
SET      36.095       99.707
SET      36.607       99.727
SET      37.375       99.746
SET      38.143       99.766
SET      38.911       99.785
SET      39.679       99.805
SET      39.935       99.814
SET      40.447       99.824
