4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1423.12          ---          ---        12.76892        11.64700        28.41500        52.22300       109.63 
Gets        14229.46         5.25     14224.21        12.76497        11.64700        28.54300        51.96700       554.46 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      15652.58         5.25     14224.21        12.76533        11.64700        28.41500        51.96700       664.09 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.559        0.000
SET      10.431        5.000
SET      11.007       10.000
SET      11.199       15.000
SET      11.263       20.000
SET      11.391       25.000
SET      11.455       30.000
SET      11.519       35.000
SET      11.583       40.000
SET      11.583       45.000
SET      11.647       50.000
SET      11.711       52.500
SET      11.711       55.000
SET      11.775       57.500
SET      11.775       60.000
SET      11.839       62.500
SET      11.839       65.000
SET      11.903       67.500
SET      11.903       70.000
SET      11.967       72.500
SET      12.095       75.000
SET      12.095       76.250
SET      12.159       77.500
SET      12.223       78.750
SET      12.351       80.000
SET      12.479       81.250
SET      12.671       82.500
SET      12.991       83.750
SET      13.375       85.000
SET      13.759       86.250
SET      14.207       87.500
SET      14.463       88.125
SET      14.783       88.750
SET      15.103       89.375
SET      15.743       90.000
SET      16.767       90.625
SET      18.175       91.250
SET      19.711       91.875
SET      20.607       92.500
SET      21.375       93.125
SET      21.887       93.750
SET      22.143       94.062
SET      22.271       94.375
SET      22.399       94.688
SET      22.527       95.000
SET      22.783       95.312
SET      22.783       95.625
SET      22.911       95.938
SET      23.039       96.250
SET      23.167       96.562
SET      23.295       96.875
SET      23.423       97.031
SET      23.423       97.188
SET      23.551       97.344
SET      23.679       97.500
SET      23.679       97.656
SET      23.807       97.812
SET      23.935       97.969
SET      24.063       98.125
SET      24.319       98.281
SET      24.575       98.438
SET      24.831       98.516
SET      25.215       98.594
SET      25.599       98.672
SET      26.111       98.750
SET      26.751       98.828
SET      27.391       98.906
SET      28.287       98.984
SET      29.183       99.062
SET      30.207       99.141
SET      31.359       99.219
SET      31.999       99.258
SET      32.639       99.297
SET      33.279       99.336
SET      34.047       99.375
SET      34.815       99.414
SET      35.839       99.453
SET      36.607       99.492
SET      37.631       99.531
SET      38.655       99.570
SET      39.679       99.609
SET      40.191       99.629
SET      40.703       99.648
SET      41.215       99.668
SET      41.983       99.688
SET      42.495       99.707
SET      43.263       99.727
SET      43.775       99.746
SET      44.799       99.766
SET      45.567       99.785
SET      46.591       99.805
SET      47.103       99.814
SET      47.615       99.824
SET      48.127       99.834
SET      48.639       99.844
SET      49.151       99.854
SET      49.663       99.863
SET      50.431       99.873
SET      50.943       99.883
SET      51.711       99.893
SET      52.479       99.902
SET      52.991       99.907
SET      53.247       99.912
SET      53.759       99.917
SET      54.271       99.922
SET      54.527       99.927
SET      55.039       99.932
SET      55.807       99.937
SET      56.319       99.941
SET      57.087       99.946
SET      57.855       99.951
SET      58.111       99.954
SET      58.623       99.956
SET      59.135       99.958
SET      59.647       99.961
SET      60.159       99.963
SET      60.671       99.966
SET      61.183       99.968
SET      61.951       99.971
SET      62.975       99.973
SET      64.511       99.976
SET      65.023       99.977
SET      65.535       99.978
SET      66.047       99.979
SET      66.559       99.980
SET      67.071       99.982
SET      67.583       99.983
SET      69.119       99.984
SET      69.631       99.985
SET      70.655       99.987
SET      71.167       99.988
SET      71.167       99.988
SET      72.191       99.989
SET      72.703       99.990
SET      73.727       99.990
SET      73.727       99.991
SET      74.751       99.991
SET      74.751       99.992
SET      75.263       99.993
SET      75.775       99.993
SET      76.799       99.994
SET      77.311       99.994
SET      77.311       99.995
SET      77.823       99.995
SET      77.823       99.995
SET      78.847       99.995
SET      79.359       99.996
SET      80.383       99.996
SET      80.383       99.996
SET      81.919       99.997
SET      81.919       99.997
SET      82.943       99.997
SET      83.455       99.997
SET      83.455       99.997
SET      84.991       99.998
SET      85.503       99.998
SET      85.503       99.998
SET      87.551       99.998
SET      88.575       99.998
SET      88.575       99.998
SET      90.111       99.998
SET      91.135       99.999
SET      91.647       99.999
SET      91.647       99.999
SET      92.671       99.999
SET      93.183       99.999
SET      93.183       99.999
SET      94.719       99.999
SET      94.719       99.999
SET      94.719       99.999
SET      98.815       99.999
SET      98.815       99.999
SET     100.351       99.999
SET     100.351       99.999
SET     100.351       99.999
SET     104.447       99.999
SET     104.447       99.999
SET     104.447      100.000
SET     105.983      100.000
SET     105.983      100.000
SET     105.983      100.000
SET     105.983      100.000
SET     109.055      100.000
SET     109.055      100.000
SET     109.055      100.000
SET     109.055      100.000
SET     109.055      100.000
SET     109.055      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.175      100.000
SET     114.687      100.000
SET     114.687      100.000
---
GET       1.479        0.000
GET      10.431        5.000
GET      11.007       10.000
GET      11.199       15.000
GET      11.263       20.000
GET      11.391       25.000
GET      11.455       30.000
GET      11.519       35.000
GET      11.583       40.000
GET      11.583       45.000
GET      11.647       50.000
GET      11.711       52.500
GET      11.711       55.000
GET      11.775       57.500
GET      11.775       60.000
GET      11.839       62.500
GET      11.839       65.000
GET      11.903       67.500
GET      11.903       70.000
GET      11.967       72.500
GET      12.031       75.000
GET      12.095       76.250
GET      12.159       77.500
GET      12.223       78.750
GET      12.351       80.000
GET      12.479       81.250
GET      12.671       82.500
GET      12.991       83.750
GET      13.375       85.000
GET      13.759       86.250
GET      14.207       87.500
GET      14.463       88.125
GET      14.719       88.750
GET      15.103       89.375
GET      15.679       90.000
GET      16.639       90.625
GET      18.047       91.250
GET      19.711       91.875
GET      20.479       92.500
GET      21.375       93.125
GET      21.887       93.750
GET      22.143       94.062
GET      22.271       94.375
GET      22.399       94.688
GET      22.527       95.000
GET      22.783       95.312
GET      22.911       95.625
GET      22.911       95.938
GET      23.039       96.250
GET      23.167       96.562
GET      23.295       96.875
GET      23.423       97.031
GET      23.423       97.188
GET      23.551       97.344
GET      23.551       97.500
GET      23.679       97.656
GET      23.807       97.812
GET      23.935       97.969
GET      24.063       98.125
GET      24.319       98.281
GET      24.575       98.438
GET      24.831       98.516
GET      25.215       98.594
GET      25.599       98.672
GET      26.111       98.750
GET      26.751       98.828
GET      27.519       98.906
GET      28.287       98.984
GET      29.311       99.062
GET      30.335       99.141
GET      31.359       99.219
GET      31.999       99.258
GET      32.639       99.297
GET      33.279       99.336
GET      34.047       99.375
GET      34.815       99.414
GET      35.839       99.453
GET      36.607       99.492
GET      37.631       99.531
GET      38.655       99.570
GET      39.679       99.609
GET      40.191       99.629
GET      40.703       99.648
GET      41.215       99.668
GET      41.727       99.688
GET      42.495       99.707
GET      43.007       99.727
GET      43.775       99.746
GET      44.543       99.766
GET      45.311       99.785
GET      46.079       99.805
GET      46.591       99.814
GET      47.103       99.824
GET      47.615       99.834
GET      48.127       99.844
GET      48.639       99.854
GET      49.407       99.863
GET      49.919       99.873
GET      50.687       99.883
GET      51.455       99.893
GET      52.223       99.902
GET      52.735       99.907
GET      52.991       99.912
GET      53.503       99.917
GET      54.015       99.922
GET      54.527       99.927
GET      55.039       99.932
GET      55.807       99.937
GET      56.575       99.941
GET      57.343       99.946
GET      58.111       99.951
GET      58.623       99.954
GET      59.135       99.956
GET      59.647       99.958
GET      60.159       99.961
GET      60.671       99.963
GET      61.183       99.966
GET      61.951       99.968
GET      62.719       99.971
GET      63.487       99.973
GET      64.511       99.976
GET      65.023       99.977
GET      65.535       99.978
