hostname,value,timestamp,id
master,345.583818,1696247221,InSegs
master,-441.194206,1696247221,OutSegs
node_2,144.5198566,1696247221,InSegs
node_2,-220.047974,1696247221,OutSegs
node_3,201.832952,1696247221,InSegs
node_3,-270.684796,1696247221,OutSegs
node_1,136.2471006,1696247221,InSegs
node_1,-202.3933686,1696247221,OutSegs
master,293.168424,1696247226,InSegs
master,-420.138874,1696247226,OutSegs
node_2,53.2,1696247226,InSegs
node_2,-134.2,1696247226,OutSegs
node_3,12.4510659,1696247226,InSegs
node_3,-81.9992415,1696247226,OutSegs
node_1,68.2994106,1696247226,InSegs
node_1,-131.553148,1696247226,OutSegs
master,220.561406,1696247231,InSegs
master,-339.321174,1696247231,OutSegs
node_2,150.3279532,1696247231,InSegs
node_2,-230.9279454,1696247231,OutSegs
node_3,199.915972,1696247231,InSegs
node_3,-270.115972,1696247231,OutSegs
node_1,197.600786,1696247231,InSegs
node_1,-261.000786,1696247231,OutSegs
master,130.075972,1696247236,InSegs
master,-238.690948,1696247236,OutSegs
node_2,138.2889252,1696247236,InSegs
node_2,-216.4831632,1696247236,OutSegs
node_3,29.6522275,1696247236,InSegs
node_3,-101.2767775,1696247236,OutSegs
node_1,13.2683167,1696247236,InSegs
node_1,-75.7952207,1696247236,OutSegs
master,294.185692,1696247241,InSegs
master,-448.93134,1696247241,OutSegs
node_2,58.9831273,1696247241,InSegs
node_2,-136.1888917,1696247241,OutSegs
node_3,183.2318152,1696247241,InSegs
node_3,-251.0072592,1696247241,OutSegs
node_1,198.330916,1696247241,InSegs
node_1,-262.803984,1696247241,OutSegs
master,72.5760688,1696247246,InSegs
master,-153.174107,1696247246,OutSegs
node_2,178.026774,1696247246,InSegs
node_2,-258.862234,1696247246,OutSegs
node_3,43.0473036,1696247246,InSegs
node_3,-114.859674,1696247246,OutSegs
node_1,46.668538,1696247246,InSegs
node_1,-111.44928,1696247246,OutSegs
master,431.50842,1696247251,InSegs
master,-582.79954,1696247251,OutSegs
node_2,30.3732316,1696247251,InSegs
node_2,-107.7377498,1696247251,OutSegs
node_3,161.021676,1696247251,InSegs
node_3,-227.357452,1696247251,OutSegs
node_1,170.1314724,1696247251,InSegs
node_1,-234.150694,1696247251,OutSegs
master,269.865568,1696247256,InSegs
master,-388.85288,1696247256,OutSegs
node_2,186.87729,1696247256,InSegs
node_2,-262.861076,1696247256,OutSegs
node_3,28.3921607,1696247256,InSegs
node_3,-99.2355521,1696247256,OutSegs
node_1,69.368706,1696247256,InSegs
node_1,-136.03724,1696247256,OutSegs
master,903.71014,1696247261,InSegs
master,-1050.08022,1696247261,OutSegs
node_2,21.5409274,1696247261,InSegs
node_2,-101.0380714,1696247261,OutSegs
node_3,202.45479,1696247261,InSegs
node_3,-270.863252,1696247261,OutSegs
node_1,126.5580382,1696247261,InSegs
node_1,-187.4895248,1696247261,OutSegs
master,782.03252,1696247266,InSegs
master,-887.59416,1696247266,OutSegs
node_2,187.1817896,1696247266,InSegs
node_2,-266.3008402,1696247266,OutSegs
node_3,43.6903296,1696247266,InSegs
node_3,-115.2383072,1696247266,OutSegs
node_1,151.9211259,1696247266,InSegs
node_1,-217.1803839,1696247266,OutSegs
master,203.258524,1696247271,InSegs
master,-335.56098,1696247271,OutSegs
node_2,32.5561868,1696247271,InSegs
node_2,-112.55054,1696247271,OutSegs
node_3,151.1096779,1696247271,InSegs
node_3,-219.5617199,1696247271,OutSegs
node_1,51.7521231,1696247271,InSegs
node_1,-114.4928887,1696247271,OutSegs
master,188.537788,1696247276,InSegs
master,-310.037152,1696247276,OutSegs
node_2,184.371762,1696247276,InSegs
node_2,-248.777396,1696247276,OutSegs
node_3,56.0000061,1696247276,InSegs
node_3,-127.0000041,1696247276,OutSegs
node_1,186.589712,1696247276,InSegs
