4         Threads
50        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1455.53          ---          ---        12.48394        11.45500        26.11100        46.33500       112.13 
Gets        14553.66         5.33     14548.33        12.48156        11.45500        25.98300        46.84700       567.09 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      16009.19         5.33     14548.33        12.48177        11.45500        25.98300        46.59100       679.22 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.655        0.000
SET      10.239        5.000
SET      10.815       10.000
SET      11.007       15.000
SET      11.135       20.000
SET      11.199       25.000
SET      11.263       30.000
SET      11.327       35.000
SET      11.391       40.000
SET      11.455       45.000
SET      11.455       50.000
SET      11.519       52.500
SET      11.519       55.000
SET      11.583       57.500
SET      11.583       60.000
SET      11.647       62.500
SET      11.647       65.000
SET      11.711       67.500
SET      11.775       70.000
SET      11.775       72.500
SET      11.903       75.000
SET      11.903       76.250
SET      11.967       77.500
SET      12.031       78.750
SET      12.159       80.000
SET      12.287       81.250
SET      12.479       82.500
SET      12.735       83.750
SET      13.055       85.000
SET      13.503       86.250
SET      13.887       87.500
SET      14.143       88.125
SET      14.399       88.750
SET      14.655       89.375
SET      15.103       90.000
SET      15.743       90.625
SET      16.767       91.250
SET      18.303       91.875
SET      19.711       92.500
SET      20.735       93.125
SET      21.375       93.750
SET      21.631       94.062
SET      21.759       94.375
SET      22.015       94.688
SET      22.143       95.000
SET      22.271       95.312
SET      22.399       95.625
SET      22.527       95.938
SET      22.655       96.250
SET      22.783       96.562
SET      22.911       96.875
SET      22.911       97.031
SET      23.039       97.188
SET      23.039       97.344
SET      23.167       97.500
SET      23.167       97.656
SET      23.295       97.812
SET      23.423       97.969
SET      23.551       98.125
SET      23.679       98.281
SET      23.807       98.438
SET      23.935       98.516
SET      24.191       98.594
SET      24.319       98.672
SET      24.703       98.750
SET      24.959       98.828
SET      25.471       98.906
SET      25.983       98.984
SET      26.495       99.062
SET      27.263       99.141
SET      28.031       99.219
SET      28.415       99.258
SET      28.927       99.297
SET      29.439       99.336
SET      30.079       99.375
SET      30.719       99.414
SET      31.359       99.453
SET      32.127       99.492
SET      33.023       99.531
SET      33.791       99.570
SET      34.815       99.609
SET      35.327       99.629
SET      35.839       99.648
SET      36.351       99.668
SET      36.863       99.688
SET      37.631       99.707
SET      38.143       99.727
SET      38.911       99.746
SET      39.679       99.766
SET      40.191       99.785
SET      40.959       99.805
SET      41.471       99.814
SET      41.727       99.824
SET      42.239       99.834
SET      42.751       99.844
SET      43.007       99.854
SET      43.519       99.863
SET      44.287       99.873
SET      44.799       99.883
SET      45.567       99.893
SET      46.591       99.902
SET      46.847       99.907
SET      47.359       99.912
SET      47.871       99.917
SET      48.383       99.922
SET      48.895       99.927
SET      49.407       99.932
SET      49.919       99.937
SET      50.431       99.941
SET      51.199       99.946
SET      51.967       99.951
SET      52.479       99.954
SET      52.991       99.956
SET      53.503       99.958
SET      53.759       99.961
SET      54.271       99.963
SET      54.783       99.966
SET      55.295       99.968
SET      56.063       99.971
SET      56.831       99.973
SET      57.343       99.976
SET      57.855       99.977
SET      58.367       99.978
SET      58.623       99.979
SET      59.391       99.980
SET      60.159       99.982
SET      60.671       99.983
SET      61.439       99.984
SET      62.463       99.985
SET      62.975       99.987
SET      63.487       99.988
SET      63.743       99.988
SET      64.255       99.989
SET      64.511       99.990
SET      64.767       99.990
SET      65.279       99.991
SET      66.047       99.991
SET      67.071       99.992
SET      67.583       99.993
SET      68.095       99.993
SET      69.119       99.994
SET      70.143       99.994
SET      70.655       99.995
SET      71.167       99.995
SET      72.703       99.995
SET      73.727       99.995
SET      73.727       99.996
SET      74.751       99.996
SET      75.263       99.996
SET      76.287       99.997
SET      76.799       99.997
SET      76.799       99.997
SET      77.311       99.997
SET      77.823       99.997
SET      77.823       99.998
SET      78.335       99.998
SET      78.847       99.998
SET      79.359       99.998
SET      81.407       99.998
SET      81.407       99.998
SET      81.407       99.998
SET      81.919       99.999
SET      82.943       99.999
SET      82.943       99.999
SET      82.943       99.999
SET      83.967       99.999
SET      83.967       99.999
SET      84.991       99.999
SET      86.527       99.999
SET      86.527       99.999
SET      88.063       99.999
SET      88.063       99.999
SET      90.111       99.999
SET      90.111       99.999
SET      90.111       99.999
SET      90.623       99.999
SET      90.623       99.999
SET      90.623      100.000
SET      91.135      100.000
SET      91.135      100.000
SET      91.135      100.000
SET      91.135      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET      92.671      100.000
SET     101.375      100.000
SET     101.375      100.000
---
GET       1.559        0.000
GET      10.239        5.000
GET      10.815       10.000
GET      11.007       15.000
GET      11.071       20.000
GET      11.199       25.000
GET      11.263       30.000
GET      11.327       35.000
GET      11.391       40.000
GET      11.455       45.000
GET      11.455       50.000
GET      11.519       52.500
GET      11.519       55.000
GET      11.583       57.500
GET      11.583       60.000
GET      11.647       62.500
GET      11.647       65.000
GET      11.711       67.500
GET      11.711       70.000
GET      11.775       72.500
GET      11.903       75.000
GET      11.903       76.250
GET      11.967       77.500
GET      12.031       78.750
GET      12.159       80.000
GET      12.287       81.250
GET      12.479       82.500
GET      12.735       83.750
GET      13.055       85.000
GET      13.439       86.250
GET      13.887       87.500
GET      14.143       88.125
GET      14.335       88.750
GET      14.655       89.375
GET      15.039       90.000
GET      15.743       90.625
GET      16.767       91.250
GET      18.303       91.875
GET      19.711       92.500
GET      20.735       93.125
GET      21.375       93.750
GET      21.631       94.062
GET      21.759       94.375
GET      22.015       94.688
GET      22.143       95.000
GET      22.271       95.312
GET      22.399       95.625
GET      22.527       95.938
GET      22.655       96.250
GET      22.783       96.562
GET      22.911       96.875
GET      22.911       97.031
GET      23.039       97.188
GET      23.039       97.344
GET      23.167       97.500
GET      23.167       97.656
GET      23.295       97.812
GET      23.423       97.969
GET      23.551       98.125
GET      23.679       98.281
GET      23.807       98.438
GET      23.935       98.516
GET      24.191       98.594
GET      24.319       98.672
GET      24.575       98.750
GET      24.959       98.828
GET      25.471       98.906
GET      25.983       98.984
GET      26.495       99.062
GET      27.263       99.141
GET      27.903       99.219
GET      28.415       99.258
GET      28.927       99.297
GET      29.439       99.336
GET      30.079       99.375
GET      30.719       99.414
GET      31.359       99.453
GET      32.127       99.492
GET      33.023       99.531
GET      34.047       99.570
GET      35.071       99.609
GET      35.583       99.629
GET      36.095       99.648
GET      36.607       99.668
GET      37.119       99.688
GET      37.887       99.707
GET      38.399       99.727
GET      39.167       99.746
GET      39.935       99.766
GET      40.703       99.785
GET      41.471       99.805
GET      41.727       99.814
GET      42.239       99.824
GET      42.751       99.834
GET      43.263       99.844
GET      43.775       99.854
GET      44.287       99.863
GET      44.799       99.873
GET      45.567       99.883
GET      46.079       99.893
GET      46.847       99.902
GET      47.359       99.907
GET      47.871       99.912
GET      48.383       99.917
GET      48.895       99.922
GET      49.407       99.927
GET      49.919       99.932
GET      50.431       99.937
GET      51.199       99.941
GET      51.711       99.946
GET      52.479       99.951
GET      52.991       99.954
GET      53.503       99.956
GET      54.015       99.958
GET      54.527       99.961
GET      55.039       99.963
GET      55.551       99.966
GET      56.319       99.968
GET      56.831       99.971
GET      57.599       99.973
GET      58.367       99.976
GET      58.879       99.977
