hostname,value,timestamp,id,name
master,2008.46872,1703658196,InOctets,received
master,-1160.381628,1703658196,OutOctets,sent
node_1,130.734809,1703658196,InOctets,received
node_1,-304.4681198,1703658196,OutOctets,sent
node_3,156.2368939,1703658196,InOctets,received
node_3,-265.200985,1703658196,OutOctets,sent
node_2,186.0940927,1703658196,InOctets,received
node_2,-728.198859,1703658196,OutOctets,sent
master,175.4145944,1703658201,InOctets,received
master,-1117.594216,1703658201,OutOctets,sent
node_1,6.5049724,1703658201,InOctets,received
node_1,-288.787728,1703658201,OutOctets,sent
node_3,10.609563,1703658201,InOctets,received
node_3,-254.620035,1703658201,OutOctets,sent
node_2,11.7548253,1703658201,InOctets,received
node_2,-719.145705,1703658201,OutOctets,sent
master,12.41973,1703658206,InOctets,received
master,-1108.9983146,1703658206,OutOctets,sent
node_1,13.1342027,1703658206,InOctets,received
node_1,-294.2326744,1703658206,OutOctets,sent
node_3,8.0302778,1703658206,InOctets,received
node_3,-256.3904396,1703658206,OutOctets,sent
node_2,6.0033542,1703658206,InOctets,received
node_2,-712.5425802,1703658206,OutOctets,sent
master,8.5131694,1703658211,InOctets,received
master,-1110.0893112,1703658211,OutOctets,sent
node_1,1.7457578,1703658211,InOctets,received
node_1,-287.37214,1703658211,OutOctets,sent
node_3,10.904123,1703658211,InOctets,received
node_3,-253.5055912,1703658211,OutOctets,sent
node_2,8.772184,1703658211,InOctets,received
node_2,-715.6985913,1703658211,OutOctets,sent
master,6.0140848,1703658216,InOctets,received
master,-1104.9656258,1703658216,OutOctets,sent
node_1,14.5454771,1703658216,InOctets,received
node_1,-290.4310613,1703658216,OutOctets,sent
node_3,1.4421574,1703658216,InOctets,received
node_3,-252.4,1703658216,OutOctets,sent
node_2,6.5253446,1703658216,InOctets,received
node_2,-714.7112125,1703658216,OutOctets,sent
master,7.5859195,1703658221,InOctets,received
master,-1109.9488425,1703658221,OutOctets,sent
node_1,2.2927659,1703658221,InOctets,received
node_1,-287.7360049,1703658221,OutOctets,sent
node_3,10.2426419,1703658221,InOctets,received
node_3,-252.5423816,1703658221,OutOctets,sent
node_2,11.019241,1703658221,InOctets,received
node_2,-714.1102676,1703658221,OutOctets,sent
master,8.5160204,1703658226,InOctets,received
master,-1109.383257,1703658226,OutOctets,sent
node_1,13.140617,1703658226,InOctets,received
node_1,-290.4729594,1703658226,OutOctets,sent
node_3,1.8719176,1703658226,InOctets,received
node_3,-250.8296,1703658226,OutOctets,sent
node_2,7.5165353,1703658226,InOctets,received
node_2,-714.472716,1703658226,OutOctets,sent
master,13.3564452,1703658231,InOctets,received
master,-1110.7452508,1703658231,OutOctets,sent
node_1,10.4713574,1703658231,InOctets,received
node_1,-292.761504,1703658231,OutOctets,sent
node_3,10.0976821,1703658231,InOctets,received
node_3,-254.0327856,1703658231,OutOctets,sent
node_2,6.9011588,1703658231,InOctets,received
node_2,-718.5100975,1703658231,OutOctets,sent
master,12.0035624,1703658236,InOctets,received
master,-1115.314636,1703658236,OutOctets,sent
node_1,13.3443146,1703658236,InOctets,received
node_1,-294.6271296,1703658236,OutOctets,sent
node_3,8.3696008,1703658236,InOctets,received
node_3,-256.1840114,1703658236,OutOctets,sent
node_2,12.780677,1703658236,InOctets,received
node_2,-715.1455627,1703658236,OutOctets,sent
master,10.1787994,1703658241,InOctets,received
master,-1108.6530172,1703658241,OutOctets,sent
node_1,5.7741566,1703658241,InOctets,received
node_1,-290.4433576,1703658241,OutOctets,sent
node_3,9.5215986,1703658241,InOctets,received
node_3,-252.0127986,1703658241,OutOctets,sent
node_2,5.5408594,1703658241,InOctets,received
node_2,-715.3577591,1703658241,OutOctets,sent
master,7.5016668,1703658246,InOctets,received
master,-1112.203,1703658246,OutOctets,sent
node_1,15.7185255,1703658246,InOctets,received
node_1,-290.9252839,1703658246,OutOctets,sent
node_3,1.6229558,1703658246,InOctets,received
node_3,-252.3312,1703658246,OutOctets,sent
node_2,10.5745878,1703658246,InOctets,received
node_2,-715.173437,1703658246,OutOctets,sent
master,8.3255334,1703658251,InOctets,received
master,-1106.648695,1703658251,OutOctets,sent
node_1,3.95103,1703658251,InOctets,received
node_1,-289.3790558,1703658251,OutOctets,sent
node_3,9.9274436,1703658251,InOctets,received
node_3,-252.7535892,1703658251,OutOctets,sent
node_2,4.1306201,1703658251,InOctets,received
node_2,-713.6769659,1703658251,OutOctets,sent
master,8.1440926,1703658256,InOctets,received
master,-1113.473689,1703658256,OutOctets,sent
node_1,12.146962,1703658256,InOctets,received
node_1,-289.9622059,1703658256,OutOctets,sent
node_3,4.0320002,1703658256,InOctets,received
node_3,-252.148797,1703658256,OutOctets,sent
node_2,11.2563944,1703658256,InOctets,received
node_2,-714.1305284,1703658256,OutOctets,sent
master,10.25601,1703658261,InOctets,received
master,-1106.9114063,1703658261,OutOctets,sent
node_1,9.1842381,1703658261,InOctets,received
node_1,-290.8477056,1703658261,OutOctets,sent
node_3,9.9312008,1703658261,InOctets,received
node_3,-254.228809,1703658261,OutOctets,sent
node_2,4.7807999,1703658261,InOctets,received
node_2,-716.0991205,1703658261,OutOctets,sent
master,16.6217006,1703658266,InOctets,received
master,-1111.3590718,1703658266,OutOctets,sent
node_1,11.3646544,1703658266,InOctets,received
node_1,-293.3554238,1703658266,OutOctets,sent
node_3,7.7901409,1703658266,InOctets,received
node_3,-256.0272492,1703658266,OutOctets,sent
node_2,13.7216,1703658266,InOctets,received
node_2,-712.9311393,1703658266,OutOctets,sent
master,8.0473862,1703658271,InOctets,received
master,-1105.124954,1703658271,OutOctets,sent
node_1,2.5537876,1703658271,InOctets,received
node_1,-287.8465194,1703658271,OutOctets,sent
node_3,10.045058,1703658271,InOctets,received
node_3,-252.1647568,1703658271,OutOctets,sent
node_2,4.9008,1703658271,InOctets,received
node_2,-714.8510822,1703658271,OutOctets,sent
master,9.2406332,1703658276,InOctets,received
master,-1113.1796516,1703658276,OutOctets,sent
node_1,14.3642041,1703658276,InOctets,received
