hostname,value,timestamp,id,name
master,24.890862,1701623741,InOctets,received
master,-1233.180358,1701623741,OutOctets,sent
master,24.476626,1701623746,InOctets,received
master,-1233.016776,1701623746,OutOctets,sent
master,25.187394,1701623751,InOctets,received
master,-1234.107464,1701623751,OutOctets,sent
master,24.895786,1701623756,InOctets,received
master,-1233.642096,1701623756,OutOctets,sent
master,24.851486,1701623761,InOctets,received
master,-1234.048264,1701623761,OutOctets,sent
master,24.923428,1701623766,InOctets,received
master,-1233.204336,1701623766,OutOctets,sent
master,25.668876,1701623771,InOctets,received
master,-1234.986506,1701623771,OutOctets,sent
master,25.035762,1701623776,InOctets,received
master,-1233.10865,1701623776,OutOctets,sent
master,25.074726,1701623781,InOctets,received
master,-1234.042634,1701623781,OutOctets,sent
master,25.232896,1701623786,InOctets,received
master,-1233.394286,1701623786,OutOctets,sent
master,25.469356,1701623791,InOctets,received
master,-1233.74833,1701623791,OutOctets,sent
master,24.959492,1701623796,InOctets,received
master,-1233.456552,1701623796,OutOctets,sent
master,25.566918,1701623801,InOctets,received
master,-1233.274078,1701623801,OutOctets,sent
master,24.464054,1701623806,InOctets,received
master,-1231.715,1701623806,OutOctets,sent
master,24.812282,1701623811,InOctets,received
master,-1233.1774,1701623811,OutOctets,sent
master,25.60667,1701623816,InOctets,received
master,-1234.514678,1701623816,OutOctets,sent
master,24.812374,1701623821,InOctets,received
master,-1233.197704,1701623821,OutOctets,sent
master,25.187632,1701623826,InOctets,received
master,-1233.919972,1701623826,OutOctets,sent
master,25.343624,1701623831,InOctets,received
master,-1233.385854,1701623831,OutOctets,sent
master,25.075526,1701623836,InOctets,received
master,-1234.32451,1701623836,OutOctets,sent
master,25.036558,1701623841,InOctets,received
master,-1233.287694,1701623841,OutOctets,sent
master,25.440596,1701623846,InOctets,received
master,-1234.350144,1701623846,OutOctets,sent
master,24.744934,1701623851,InOctets,received
master,-1233.241006,1701623851,OutOctets,sent
master,25.18743,1701623856,InOctets,received
master,-1234.144164,1701623856,OutOctets,sent
master,25.343854,1701623861,InOctets,received
master,-1233.267146,1701623861,OutOctets,sent
master,25.952436,1701623866,InOctets,received
master,-1234.080706,1701623866,OutOctets,sent
master,25.0365,1701623871,InOctets,received
master,-1232.961322,1701623871,OutOctets,sent
master,25.604754,1701623876,InOctets,received
master,-1234.576708,1701623876,OutOctets,sent
master,24.814278,1701623881,InOctets,received
master,-1233.021282,1701623881,OutOctets,sent
master,25.299662,1701623886,InOctets,received
master,-1233.983362,1701623886,OutOctets,sent
master,25.231648,1701623891,InOctets,received
master,-1233.545196,1701623891,OutOctets,sent
master,23.29976,1701623896,InOctets,received
master,-1229.581862,1701623896,OutOctets,sent
master,23.682054,1701623901,InOctets,received
master,-1230.989406,1701623901,OutOctets,sent
master,25.159272,1701623906,InOctets,received
master,-1234.196624,1701623906,OutOctets,sent
master,24.476412,1701623911,InOctets,received
master,-1233.059894,1701623911,OutOctets,sent
master,25.075428,1701623916,InOctets,received
master,-1234.22271,1701623916,OutOctets,sent
master,24.895694,1701623921,InOctets,received
master,-1233.59389,1701623921,OutOctets,sent
master,34.931778,1701623926,InOctets,received
master,-1233.931468,1701623926,OutOctets,sent
master,35.321026,1701623931,InOctets,received
master,-1233.259726,1701623931,OutOctets,sent
master,25.830824,1701623936,InOctets,received
master,-1234.2103,1701623936,OutOctets,sent
master,24.700418,1701623941,InOctets,received
master,-1233.001588,1701623941,OutOctets,sent
master,24.963412,1701623946,InOctets,received
master,-1233.948294,1701623946,OutOctets,sent
master,24.895798,1701623951,InOctets,received
master,-1233.487674,1701623951,OutOctets,sent
master,25.187718,1701623956,InOctets,received
master,-1234.08254,1701623956,OutOctets,sent
master,24.924242,1701623961,InOctets,received
master,-1232.618874,1701623961,OutOctets,sent
master,24.190517,1701623966,InOctets,received
master,-1230.618696,1701623966,OutOctets,sent
master,24.963552,1701623971,InOctets,received
master,-1233.59193,1701623971,OutOctets,sent
master,24.588262,1701623976,InOctets,received
master,-1233.01389,1701623976,OutOctets,sent
master,25.382954,1701623981,InOctets,received
master,-1234.080308,1701623981,OutOctets,sent
master,24.700142,1701623986,InOctets,received
master,-1233.17056,1701623986,OutOctets,sent
master,25.299614,1701623991,InOctets,received
master,-1234.039216,1701623991,OutOctets,sent
master,26.028574,1701623996,InOctets,received
master,-1234.252376,1701623996,OutOctets,sent
master,688.764958,1701623741,InOctets,received
master,-1548.1784206,1701623741,OutOctets,sent
node_1,3.3135327,1701623741,InOctets,received
node_1,-919.2915932,1701623741,OutOctets,sent
node_3,5.1736391,1701623741,InOctets,received
node_3,-982.8528587,1701623741,OutOctets,sent
node_2,4.355087,1701623741,InOctets,received
node_2,-1429.063155,1701623741,OutOctets,sent
master,8.0624976,1701623746,InOctets,received
master,-1545.9679656,1701623746,OutOctets,sent
node_1,9.1291972,1701623746,InOctets,received
node_1,-919.8364935,1701623746,OutOctets,sent
node_3,8.5044083,1701623746,InOctets,received
node_3,-979.9989586,1701623746,OutOctets,sent
node_2,11.3088045,1701623746,InOctets,received
node_2,-1429.2526009,1701623746,OutOctets,sent
master,8.958417,1701623751,InOctets,received
master,-1532.3540084,1701623751,OutOctets,sent
node_1,12.0866519,1701623751,InOctets,received
node_1,-922.0436594,1701623751,OutOctets,sent
node_3,4.5216,1701623751,InOctets,received
node_3,-982.4831,1701623751,OutOctets,sent
node_2,4.0912021,1701623751,InOctets,received
node_2,-1429.4495644,1701623751,OutOctets,sent
master,14.2476106,1701623756,InOctets,received
master,-1546.206518,1701623756,OutOctets,sent
node_1,16.5480582,1701623756,InOctets,received
node_1,-920.184052,1701623756,OutOctets,sent
node_3,8.8512,1701623756,InOctets,received
node_3,-980.4063154,1701623756,OutOctets,sent
node_2,11.3151978,1701623756,InOctets,received
node_2,-1429.1726476,1701623756,OutOctets,sent
master,8.531542,1701623761,InOctets,received
master,-1533.1419496,1701623761,OutOctets,sent
node_1,3.7384937,1701623761,InOctets,received
node_1,-919.6045901,1701623761,OutOctets,sent
node_3,4.5024,1701623761,InOctets,received
node_3,-981.1041001,1701623761,OutOctets,sent
node_2,4.3366896,1701623761,InOctets,received
node_2,-1427.5593654,1701623761,OutOctets,sent
master,11.3179498,1701623766,InOctets,received
master,-1550.1269916,1701623766,OutOctets,sent
node_1,9.6384984,1701623766,InOctets,received
node_1,-922.5617127,1701623766,OutOctets,sent
node_3,9.0672005,1701623766,InOctets,received
node_3,-981.998419,1701623766,OutOctets,sent
node_2,12.420109,1701623766,InOctets,received
node_2,-1431.6807182,1701623766,OutOctets,sent
master,13.5122842,1701623771,InOctets,received
master,-1533.4129635,1701623771,OutOctets,sent
node_1,10.563102,1701623771,InOctets,received
node_1,-919.952045,1701623771,OutOctets,sent
node_3,4.4384,1701623771,InOctets,received
node_3,-980.93594,1701623771,OutOctets,sent
node_2,3.8928024,1701623771,InOctets,received
node_2,-1428.0383658,1701623771,OutOctets,sent
master,11.2270314,1701623776,InOctets,received
master,-1548.0171104,1701623776,OutOctets,sent
node_1,8.3584002,1701623776,InOctets,received
node_1,-919.8592081,1701623776,OutOctets,sent
node_3,8.465601,1701623776,InOctets,received
node_3,-980.13284,1701623776,OutOctets,sent
node_2,11.1024013,1701623776,InOctets,received
node_2,-1429.6560952,1701623776,OutOctets,sent
master,7.6801697,1701623781,InOctets,received
master,-1532.6294266,1701623781,OutOctets,sent
node_1,5.3888,1701623781,InOctets,received
node_1,-922.9922552,1701623781,OutOctets,sent
node_3,4.8783994,1701623781,InOctets,received
node_3,-982.59684,1701623781,OutOctets,sent
node_2,4.0783979,1701623781,InOctets,received
node_2,-1429.1648078,1701623781,OutOctets,sent
master,15.0382156,1701623786,InOctets,received
master,-1541.8949216,1701623786,OutOctets,sent
node_1,16.0800006,1701623786,InOctets,received
node_1,-919.9533647,1701623786,OutOctets,sent
node_3,8.6349318,1701623786,InOctets,received
node_3,-980.4919401,1701623786,OutOctets,sent
node_2,11.7304584,1701623786,InOctets,received
node_2,-1429.7330709,1701623786,OutOctets,sent
master,7.8065839,1701623791,InOctets,received
master,-1537.5737164,1701623791,OutOctets,sent
node_1,4.0176,1701623791,InOctets,received
node_1,-920.4512,1701623791,OutOctets,sent
node_3,4.8075424,1701623791,InOctets,received
node_3,-981.2608292,1701623791,OutOctets,sent
node_2,4.7916329,1701623791,InOctets,received
node_2,-1428.4566024,1701623791,OutOctets,sent
master,8.525976,1701623796,InOctets,received
master,-1539.6648392,1701623796,OutOctets,sent
node_1,9.3059131,1701623796,InOctets,received
